name,country,sport,substance,link,birthday
Jannik Sinner,Italy,Tennis,['Clostebol'],/wiki/Jannik_Sinner,2001-08-16
Oleksandr Sitalo,Ukraine,Wrestling,['THC'],Page does not exist.,N/A
Faina Sivanbayeva,Kazakhstan,Weightlifting,['Stanozolol'],Page does not exist.,N/A
Marcel Six,United Kingdom,Cycling,"['Refusal', 'to', 'submit', 'to', 'doping', 'test']",Page does not exist.,N/A
Michael Skelde,Denmark,Cycling,['Testosterone'],/wiki/Michael_Skelde,1973-08-13
Jesper Skibby,Denmark,Cycling,['(self-admitted)'],/wiki/Jesper_Skibby,1964-03-21
Tremayne Smartt,Guyana,Cricket,['Furosemide'],/wiki/Tremayne_Smartt,1985-09-17
Adam Smith,United States,Mixed martial arts,"['cocaine,', 'cannabis']",Page does not exist.,N/A
Joel Smith,Australia,Australian rules football,['Cocaine'],"/wiki/Joel_Smith_(footballer,_born_1996)",1996-02-25
Kenneth Smith,South Africa,Swimming,"['Cannabinoids,', 'MDMA']",Page does not exist.,N/A
Lonnie Smith,United States,Baseball,['Cocaine'],/wiki/Lonnie_Smith_(baseball),1955-12-22
Michelle Smith (Michelle de Bruin),Ireland,Swimming,"['Tampering', 'with', 'test']",/wiki/Michelle_Smith,1969-12-16
Paul Smith,England,Cricket,"['Cocaine,', 'confessed', 'after', 'quitting', 'the', 'sport.']","/wiki/Paul_Smith_(cricketer,_born_1964)",1964-04-15
Richard Smith,Australia,Cycling,"['Blood', 'Doping']",Page does not exist.,N/A
Ebi Smolarek,Poland,Football (soccer),['Cannabis'],/wiki/Ebi_Smolarek,1981-01-09
Matt Socholotiuk,Canada,Canadian football,"['Human', 'growth', 'hormone']",Page does not exist.,N/A
Edgars Soika,Latvia,Curling,['Spironolactone'],Page does not exist.,N/A
Sergei Sokolov,Azerbaijan,Football (soccer),['Betamethasone'],/wiki/Sergei_Sokolov_(Azerbaijani_footballer),1977-03-12
Andrey Solomennikov,Russia,Cycling,[],/wiki/Andrey_Solomennikov,1987-06-10
Nasser El Sonbaty,Germany,Bodybuilding,['Diuretics'],/wiki/Nasser_El_Sonbaty,1965-10-15
Christiane Knacke-Sommer,East Germany,Swimming,"['Anabolic', 'steroids.', '(Self-admitted)']",Page does not exist.,N/A
Chael Sonnen,United States,Mixed Martial Arts,"['testosterone/epitestosterone,', 'ratio,', 'anastrozole,', 'clomiphene,', 'Human', 'Growth', 'Hormone,', 'Erythropoeitan', '(EPO),', 'Human', 'Chorionic', 'Gonadotropin,']",/wiki/Chael_Sonnen,1977-04-03
Lary Sorensen,United States,Baseball,['Cocaine'],/wiki/Lary_Sorensen,1955-10-04
Rolf Sørensen,Denmark,Cycling,"['EPO,', 'cortisone']",/wiki/Rolf_S%C3%B8rensen,1965-04-20
Yoel Sotolongo,Cuba,Weightlifting,['Metandienone'],Page does not exist.,N/A
Maurizio Spaziano,Italy,Water polo,['Cannabis'],Page does not exist.,N/A
Duncan Spencer,England,Cricket,['Nandrolone'],/wiki/Duncan_Spencer,1972-04-05
Brandon Spikes,United States,American football,[],/wiki/Brandon_Spikes,1987-09-03
Nikos Spyropoulos,Greece,Football (soccer),['Testosterone'],/wiki/Nikos_Spyropoulos,1983-10-10
Giorgia Squizzato,Italy,Swimming,['Clostebol'],Page does not exist.,N/A
Sukanya Srisurat,Thailand,Weightlifting,['Methandienone'],/wiki/Sukanya_Srisurat,1995-05-03
Zinaida Stahurskaya,Belarus,Cycling,"['stanozolol,', 'testosterone']",/wiki/Zinaida_Stahurskaya,1971-02-09
Jaap Stam,Netherlands,Football (soccer),['Nandrolone'],/wiki/Jaap_Stam,1972-07-17
Roger Stanislaus,England,Football (soccer),['Cocaine'],/wiki/Roger_Stanislaus,1968-11-02
James Stanton,Australia,Water polo,['Clenbuterol'],/wiki/James_Stanton_(water_polo),1983-07-21
Matt Stevens,England,Rugby Union,['Cocaine'],/wiki/Matt_Stevens_(rugby_union),1982-10-01
Anthony Steward,South Africa,Water polo,['Benzoylecgonine'],/wiki/Anthony_Steward,N/A
David Stits,Belgium,Water polo,['Cannabis'],Page does not exist.,N/A
Ivan Stoitsov,Bulgaria,Weightlifting,['Steroids'],/wiki/Ivan_Stoitsov,1985-03-22
Marko Strahija,Croatia,Swimming,['hCG'],/wiki/Marko_Strahija,1975-05-28
Astrid Strauss,East Germany,Swimming,['Testosterone'],/wiki/Astrid_Strauss,1968-12-24
Darryl Strawberry,United States,Baseball,['Cocaine'],/wiki/Darryl_Strawberry,1962-03-12
Dimitriy Striga,Kazakhstan,Weightlifting,['Stanozolol'],Page does not exist.,N/A
Marcus Stroman,United States,Baseball,['Methylhexaneamine'],/wiki/Marcus_Stroman,1991-05-01
Jamal Strong,United States,Baseball,[],/wiki/Jamal_Strong,1978-08-05
Marcus Stroud,United States,American football,"['Anabolic', 'steroids']",/wiki/Marcus_Stroud,1978-06-25
Barbora Strýcová,Czech Republic,Tennis,['Sibutramine'],/wiki/Barbora_Str%C3%BDcov%C3%A1,1986-03-28
Jamie Stuart,England,Football (soccer),"['Cocaine,', 'Cannabis']",/wiki/Jamie_Stuart,1976-10-15
Dana Stubblefield,United States,American football,['THG'],/wiki/Dana_Stubblefield,1970-11-14
Anna Stylianou,Cyprus,Swimming,['Nandrolone'],/wiki/Anna_Stylianou,1986-05-20
Shabaz Sule,Turkey,Weightlifting,[],Page does not exist.,N/A
Zulfugar Suleymanov,Azerbaijan,Weightlifting,"['T/E', '9,6', '(2010)Dehydromethyltestosterone', '(2013)']",Page does not exist.,N/A
Ilirian Suli,Albania,Weightlifting,['Methandienone'],/wiki/Ilirian_Suli,1975-10-11
Moldodosov Sultan,Kyrgyzstan,Weightlifting,['Metandienone'],Page does not exist.,N/A
Salem Sultan,United Arab Emirates,Weightlifting,"['Stanozolol,', 'Hydroxystanozolol']",/wiki/Salem_Sultan,1993-05-09
Leonardo Sumida,Brazil,Swimming,['Cannabis'],Page does not exist.,N/A
Sun Yan,China,Weightlifting,[],Page does not exist.,N/A
S Sunaina,India,Weightlifting,['Nandrolone'],Page does not exist.,N/A
Martin Johnsrud Sundby,Norway,Cross-country skiing,['Salbutamol'],/wiki/Martin_Johnsrud_Sundby,1984-09-26
Joe Surgenor,Canada,Canadian football,[],Page does not exist.,N/A
Evgeni Sviridov,Uzbekistan,Figure skating,[],/wiki/Evgeni_Sviridov_(figure_skater),1974-08-15
Eranga Swarnathilake,Sri Lanka,Rugby union,['Methylhexanamine'],Page does not exist.,N/A
Iga Świątek,Poland,Tennis,['Trimetazidine'],/wiki/Iga_%C5%9Awi%C4%85tek,2001-05-31
Tim Sylvia,United States,Mixed martial arts,['Nandrolone'],/wiki/Tim_Sylvia,1976-03-05
Nataliya Syrota,Ukraine,Weightlifting,['Octopamine'],Page does not exist.,N/A
Botond Szalma,Hungary/ Netherlands,Water polo,['Cannabis'],Page does not exist.,N/A
Nikolett Szepesi,Hungary,Swimming,"['Missed', 'test']",/wiki/Nikolett_Szepesi,1987-09-11
Krzysztof Szramiak,Poland,Weightlifting,['Methandienone'],/wiki/Krzysztof_Szramiak,N/A
Tang Ninsha,China,Swimming,['Metandienone'],Page does not exist.,N/A
Ekaterina Tankeeva,Russia,Water polo,[],/wiki/Ekaterina_Tankeeva,1988-04-28
Ibrahim Tanko,Ghana,Football (soccer),['cannabis'],/wiki/Ibrahim_Tanko,1977-07-25
Anissa Tann,Australia,Football (soccer),['Nandrolone'],/wiki/Anissa_Tann,1967-10-10
Alvaro Tardaguila,Uruguay,Cycling,['r-EPO'],/wiki/Alvaro_Tardaguila,1975-08-16
Antonio Tarver,United States,Boxing,['Drostanolone'],/wiki/Antonio_Tarver,1968-11-21
Martin Tauber,Austria,Cross-country skiing,"['Violation', 'of', 'blood', 'doping', 'rules']",/wiki/Martin_Tauber,1976-11-04
Irina Tchachina,Russia,Rhythmic gymnastics,['Furosemide'],/wiki/Irina_Tchachina,1982-04-24
Rosa Tenerio,Ecuador,Weightlifting,[],Page does not exist.,N/A
Michail Tetteris,Greece,Water polo,['Budesonide'],Page does not exist.,N/A
Than Kyi Kyi,Myanmar,Weightlifting,['Diuretic'],Page does not exist.,N/A
Upul Tharanga,Sri Lanka,Cricket,"['Prednisone,', 'Prednisolone']",/wiki/Upul_Tharanga,1985-02-02
José Théodore,Canada,Ice hockey,['Finasteride'],/wiki/Jos%C3%A9_Th%C3%A9odore,1976-09-13
Pan Yar Thet,Myanmar,Weightlifting,[],Page does not exist.,N/A
Gert-Jan Theunisse,Netherlands,Cycling,"['Admitted', 'use', 'of', 'celestone']",/wiki/Gert-Jan_Theunisse,1963-01-14
Josh Thomas,Australia,Australian rules football,['Clenbuterol'],/wiki/Josh_Thomas_(Australian_footballer),1991-10-01
Tammy Thomas,United States,Cycling,['Testosterone'],/wiki/Tammy_Thomas,N/A
Leks Tomasz,Poland,Weightlifting,[],Page does not exist.,N/A
Do Thi Ngan Thuong,Vietnam,Gymnastics,['Furosemide'],/wiki/Do_Thi_Ngan_Thuong,1989-03-10
Tian Nannan,China,Swimming,['Drostanolone'],Page does not exist.,N/A
Egor Titov,Russia,Football (soccer),['Bromantan'],/wiki/Egor_Titov,1976-05-29
Richard Tkac,Slovakia,Weightlifting,"['Boldenone,', 'Androsterone']",Page does not exist.,N/A
Paola Todaro,Italy,Water polo,['Cocaine'],Page does not exist.,N/A
Olibia Toka,Greece,Weightlifting,"['Methyltrienolone,', 'Buprenorphine']",Page does not exist.,N/A
Rajiv Tomar,India,Wrestling,['Methylhexaneamine'],/wiki/Rajiv_Tomar,1980-12-31
James Toney,United States,Boxing,['Nandrolone'],/wiki/James_Toney,1968-08-24
Jasdeep Toor,Canada,Football (soccer),['Methylhexaneamine'],Page does not exist.,N/A
Bela Torok,Hungary,Water polo,['Hydrochlorothiazide'],Page does not exist.,N/A
Anthony Torres,United States,Mixed martial arts,['Boldenone'],Page does not exist.,N/A
Kolo Touré,Ivory Coast,Football (soccer),[],/wiki/Kolo_Tour%C3%A9,1981-03-19
Mark Tout,United Kingdom,Bobsleigh,['Stanozolol'],/wiki/Mark_Tout,N/A
Pawel Trenda,Poland,Swimming,['Cannabis'],Page does not exist.,N/A
Anastasios Triantafyllou,Greece,Weightlifting,"['Stanozolol,', 'Methyltrienolone']",/wiki/Anastasios_Triantafyllou,1987-05-30
Viktor Troicki,Serbia,Tennis,"['Refusal', 'to', 'submit', 'to', 'doping', 'test']",/wiki/Viktor_Troicki,1986-02-10
Alan Tsagaev,Bulgaria,Weightlifting,['Steroids'],/wiki/Alan_Tsagaev,1977-09-13
Thomas Tsakirakis,Greece,Water polo,['Stanozolol'],Page does not exist.,N/A
Felix Tsarikaev,Russia,Wrestling,['Hydroxystanozolol'],Page does not exist.,N/A
Damian Tsekenis,Australia,Football (soccer),"['Ibutamoren,', 'Enobosarm,', 'RAD140,', 'Ligandrol']",/wiki/Damian_Tsekenis,2001-04-16
Phil Tufnell,United Kingdom,Cricket,"['Missed', 'drug', 'test']",/wiki/Phil_Tufnell,1966-04-29
Shemshat Tuliayeva,Belarus,Weightlifting,['Clenbuterol'],Page does not exist.,N/A
Ben Tune,Australia,Rugby,[],/wiki/Ben_Tune,1976-12-28
Hedo Türkoğlu,Turkey,Basketball,['Methenolone'],/wiki/Hedo_T%C3%BCrko%C4%9Flu,1979-03-19
Billy Turley,England,Football (soccer),"['Nandrolone', '(2002)', 'cocaine', '(2004)']",/wiki/Billy_Turley,1973-07-15
Federico Turrini,Italy,Swimming,['19-norandrosterone'],/wiki/Federico_Turrini,1987-07-21
Ano Turtiainen,Finland,Powerlifting,"['Androgenic', 'drugs']",/wiki/Ano_Turtiainen,1967-08-25
Alexandra Tziouti,Greece,Cycling,['Nandrolone'],Page does not exist.,N/A
Genco Ucan,Turkey,Swimming,['Metenolone'],Page does not exist.,N/A
Attila Ungvari,Hungary,Judo,['Stanozolol'],/wiki/Attila_Ungvari,1988-10-25
Sergey Ulegin,Russia,Canoe sprint,['Amphetamine'],/wiki/Sergey_Ulegin,N/A
Jan Ullrich,Germany,Cycling,['Amphetamine'],/wiki/Jan_Ullrich,1973-12-02
Kumar Umang,India,Volleyball,['Norandrostenedione'],Page does not exist.,N/A
Paritosh Upadhyay,India,Weightlifting,[],Page does not exist.,N/A
Juan Guillermo Uran,Colombia,Swimming,['Cocaine'],Page does not exist.,N/A
Alexander Urinov,Uzbekistan,Weightlifting,['cannabis'],Page does not exist.,N/A
Giampaolo Urlando,Italy,Hammer throw,['Testosterone'],/wiki/Giampaolo_Urlando,1945-01-07
Mukhit Usenbaev,Kazakhstan,Weightlifting,[],Page does not exist.,N/A
Alisa Usmanova,Belarus,Gymnastics,['Hydrochlorothiazide'],Page does not exist.,N/A
Dariya Ustinova,Russia,Swimming,['Tuaminoheptane'],/wiki/Dariya_Ustinova,1998-08-29
Albeiro Usuriaga,Colombia,Football (soccer),['Cocaine'],/wiki/Albeiro_Usuriaga,1966-06-12
Daniel Vaisocher,Czech Republic,Swimming,['Ephedrine'],Page does not exist.,N/A
Jorge Valdez,Paraguay,Football (soccer),['Coca'],/wiki/Jorge_Valdez,1974-07-14
Tadej Valjavec,Slovenia,Cycling,[],/wiki/Tadej_Valjavec,1977-04-13
Frank Vandenbroucke,Belgium,Cycling,[],/wiki/Frank_Vandenbroucke_(cyclist),1974-11-06
Zlatan Vanev,Bulgaria,Weightlifting,"['Tampering', 'with', 'test']",/wiki/Zlatan_Vanev,1973-03-29
Linda van Herk,Netherlands,Swimming,"['Refusal', 'to', 'submit', 'to', 'doping', 'test']",Page does not exist.,N/A
Vasileios Vanvounakis,Greece,Water polo,['Ephedrine'],Page does not exist.,N/A
Norik Vardanian,United States,Weightlifting,['Cannabis'],/wiki/Norik_Vardanian,1987-05-15
Mikha Vardanyan,Armenia,Weightlifting,['Dehydrochlormethyltestosterone'],Page does not exist.,N/A
Vladimir Varfolomeev,Russia,Rowing,[],Page does not exist.,N/A
Fernando Vargas,United States,Boxing,"['Anabolic', 'steroids']",/wiki/Fernando_Vargas,1977-12-07
Kaisa Varis,Finland,Cross-country skiing,"['Erythropoietin', '(EPO)']",/wiki/Kaisa_Varis,1975-09-21
Yineth Varon,Colombia,Football (soccer),[],/wiki/Yineth_Varon,1982-06-23
Iliya Vasilev,Bulgaria,Swimming,['Clenbuterol'],Page does not exist.,N/A
Dmitry Vassiliev,Russia,Ski jumping,['Furosemide'],/wiki/Dmitry_Vassiliev,1979-12-26
Viktor Vatai,Hungary,Weightlifting,"['S8.', 'Cannabinoids']",Page does not exist.,N/A
Geralee Vega Morales,Nigeria,Weightlifting,['Methylhexanamine'],/wiki/Geralee_Vega_Morales,1986-07-22
Juan Jose Veloz,Mexico,Swimming,['Nandrolone'],Page does not exist.,N/A
Kicker Vencill,United States,Swimming,['19-Norandrosterone'],/wiki/Kicker_Vencill,N/A
Sven Verdonck,Belgium,Football (soccer),['Stanozolol'],/wiki/Sven_Verdonck,1988-01-30
Sebastien Verdoucq,Canada,Water polo,['Cannabis'],Page does not exist.,N/A
Jerrel Venetiaan,Netherlands,Kickboxing,"['Elevated', 'testosterone']",/wiki/Jerrel_Venetiaan,1971-03-09
Stijn Vermeulen,Belgium,Swimming,['Cannabis'],Page does not exist.,N/A
Michael Viau,Canada,Weightlifting,"['Anabolic', 'steroids']",Page does not exist.,N/A
Chinthana Vidanage,Sri Lanka,Weightlifting,['Methylhexanamine'],/wiki/Chinthana_Vidanage,1981-12-31
Pieter de Villiers,France,Rugby union,"['Cocaine,', 'Ecstasy']",/wiki/Pieter_de_Villiers_(rugby_player),1972-07-03
Alexander Vinokourov,Kazakhstan,Cycling,"['Blood', 'doping']",/wiki/Alexander_Vinokourov,1973-09-16
Richard Virenque,France,Cycling,[],/wiki/Richard_Virenque,1969-11-19
Cobus Visagie,South Africa,Rugby,[],/wiki/Cobus_Visagie,1973-10-31
Ľubomír Višňovský,Slovakia,Ice hockey,"['Pseudoephedrine', '(only', 'given', 'public', 'warning)']",/wiki/%C4%BDubom%C3%ADr_Vi%C5%A1%C5%88ovsk%C3%BD,1976-08-11
Yakuta Vladzimir,Belarus,Weightlifting,['Metandienone'],Page does not exist.,N/A
Nedarezava Volha,Belarus,Weightlifting,[],Page does not exist.,N/A
Nadzeya Vysotskaya,Belarus,Gymnastics,['Furosemide'],/wiki/Nadzeya_Vysotskaya,1988-09-18
Graham Wagg,England,Cricket,['Cocaine'],/wiki/Graham_Wagg,1983-04-28
Wakakirin Shinichi,Japan,Sumo wrestling,['Cannabis'],/wiki/Wakakirin_Shinichi,1983-09-21
Wakanohō Toshinori,Russia,Sumo wrestling,['Cannabis'],/wiki/Wakanoh%C5%8D_Toshinori,1988-07-08
Vinicius Waked,Brazil,Swimming,['Furosemide'],/wiki/Vinicius_Waked,1987-06-01
Achim Walcher,Austria,Cross-country skiing,"['Blood', 'transfusion']",/wiki/Achim_Walcher,1967-12-01
Alexander Walke,Germany,Football (soccer),['cannabis'],/wiki/Alexander_Walke,1983-06-06
Libor Walzer,Czech Republic,Weightlifting,['Methylhexanamine'],/wiki/Libor_Walzer,1975-12-08
Wang Hongni,China,Triathlon,[],/wiki/Wang_Hongni,N/A
Wang Luna,China,Swimming,['Triamterene'],/wiki/Wang_Luna,1980-08-07
Wang Wei,China,Swimming,['Clenbuterol'],Page does not exist.,N/A
Wang Xiapeng,China,Shooting,[],Page does not exist.,N/A
Wang Yan,China,Cycling,[],/wiki/Wang_Yan_(cyclist),1974-08-24
Manju Wanniarachchi,Sri Lanka,Boxing,['Nandrolone'],/wiki/Manju_Wanniarachchi,1979-12-02
Shane Warne,Australia,Cricket,['Diuretics'],/wiki/Shane_Warne,1969-09-13
Joe Warren,United States,Wrestling,['Cannabis'],/wiki/Joe_Warren_(fighter),1976-10-31
Jack Warrington,England,Rugby union,['Methylhexaneamine'],Page does not exist.,N/A
Claudell Washington,United States,Baseball,['Cocaine'],/wiki/Claudell_Washington,1954-08-31
Eric Watts,United States,Swimming,['Methylphenidate'],/wiki/Eric_Watts,2000-10-01
Wei Kun,China,Swimming,['Formoterol'],Page does not exist.,N/A
Wes Welker,United States,American football,"['Amphetamine', '(MDMA)']",/wiki/Wes_Welker,1981-05-01
Anthony West,Australia,Motorcycle racing,['Methylhexanamine'],/wiki/Anthony_West_(motorcycle_racer),1981-07-17
Stig Wetzell,Finland,Ice hockey,['Ephedrine'],/wiki/Stig_Wetzell,1945-10-07
Matt White,Australia,Cycling,[],/wiki/Matt_White_(cyclist),1974-02-22
Dillian Whyte,United Kingdom,Boxing,['Methylhexaneamine'],/wiki/Dillian_Whyte,1988-04-11
Yanina Wickmayer,Belgium,Tennis,"['Missed', 'test']",/wiki/Yanina_Wickmayer,1989-10-20
LB Wijeratne,Sri Lanka,Swimming,"['Prednisone,', 'Prednisolone']",Page does not exist.,N/A
Mats Wilander,Sweden,Tennis,['Cocaine'],/wiki/Mats_Wilander,1964-08-22
Michał Wilk,Poland,Powerlifting,[],Page does not exist.,N/A
Ricky Williams,United States,American football,"['Cannabis,', 'other', 'drugs']",/wiki/Ricky_Williams,1977-05-21
Craig Windsor,United Kingdom,Boxing,"['Anabolic', 'steroids']",Page does not exist.,N/A
Bernice Wilson,United Kingdom,Track and field athletics,"['Anabolic', 'steroid', 'testosterone', 'and', 'Clenbuterol', '(1st', 'offence', 'in', '2011),', 'clomiphene', '(2nd', 'offence', 'in', '2015)']",/wiki/Bernice_Wilson,1984-04-21
George Winston,United Kingdom,Weightlifting,"['Anabolic', 'steroids']",Page does not exist.,N/A
Qyntel Woods,United States,Basketball,"['Indian', 'cannabis']",/wiki/Qyntel_Woods,1981-02-16
Jesper Worre,Denmark,Cycling,['Amineptine'],/wiki/Jesper_Worre,1959-06-05
Chris Wright,England,Cricket,['Ostarine'],/wiki/Chris_Wright_(cricketer),1985-07-14
Dan Wu,China,Weightlifting,[],Page does not exist.,N/A
Wu Yanyan,China,Swimming,[],/wiki/Wu_Yanyan,1978-11-07
Abel Xavier,Portugal,Football (soccer),"['Methandienone', '(Dianabol)']",/wiki/Abel_Xavier,1972-11-30
Xiong Guoming,China,Swimming,['Clenbuterol'],Page does not exist.,N/A
Manal Yagoubi,Algeria,Volleyball,['Methylprednisolone'],Page does not exist.,N/A
Yang Aihua,China,Swimming,[],/wiki/Yang_Aihua,N/A
Dmitri Yaroshenko,Russia,Biathlon,['r-EPO'],/wiki/Dmitri_Yaroshenko,1976-11-04
Yang Xuewei,China,Weightlifting,[],Page does not exist.,N/A
Dayana Yastremska,Ukraine,Tennis,['Mesterolone'],/wiki/Dayana_Yastremska,2000-05-15
Jeremy Yates,New Zealand,Cycling,['Testosterone'],/wiki/Jeremy_Yates,1982-07-06
Faw Thaw Ye,Myanmar,Weightlifting,[],Page does not exist.,N/A
Yevgenia Yermakova,Kazakhstan,Swimming,['Diuretic'],/wiki/Yevgenia_Yermakova,1976-04-09
Vacheslav Yershov,Kazakhstan,Weightlifting,[],Page does not exist.,N/A
Ying Shang,China,Swimming,['Clenbuterol'],Page does not exist.,N/A
Yuki Yokosawa,Japan,Judo,[],/wiki/Yuki_Yokosawa,1980-10-29
Marshall Young,Canada,Water polo,['Cannabis'],Page does not exist.,N/A
Yuliya Efimova,Russia,Swimming,['Steroids'],/wiki/Yuliya_Efimova,1992-04-03
Erik Zabel,Germany,Cycling,"['Erythropoietin', '(EPO)', '(self-admitted)']",/wiki/Erik_Zabel,1970-07-07
Ashkan Sharaf Zadeh,Iran,Swimming,['Methandienone'],Page does not exist.,N/A
Shoaib Zahoor,Pakistan,Bodybuilding,[],Page does not exist.,N/A
Andrey Zakharov,Moldova,Swimming,['Stanozolol'],Page does not exist.,N/A
Faat Zakirov,Russia,Cycling,['NESP'],/wiki/Faat_Zakirov,1974-01-03
Aksana Zalatarova,Belarus,Weightlifting,[],Page does not exist.,N/A
Tommaso Zambelli,Italy,Swimming,['Cannabis'],Page does not exist.,N/A
Matthew Zammit,Malta,Swimming,['Stanozolol'],Page does not exist.,N/A
Mohamad Zawit,Syria,Weightlifting,"['Stanozolol,', 'Metenolone,', 'Methyltestosterone']",Page does not exist.,N/A
Zeng Liqing,China,Cycling,['EPO'],Page does not exist.,N/A
Zetao Ning,China,Swimming,['Clenbuterol'],Page does not exist.,N/A
Zhang Bin,China,Swimming,[],Page does not exist.,N/A
Zhang Lei,China,Canoeing,[],Page does not exist.,N/A
Zhang Shuai,China,Football (soccer),['Ephedrine'],"/wiki/Zhang_Shuai_(footballer,_born_1981)",1981-07-20
Zhang Yi,China,Swimming,['Triamterene'],Page does not exist.,N/A
Nina Zhivanevskaya,Russia,Swimming,['Bromantane'],/wiki/Nina_Zhivanevskaya,1977-06-24
Zhou Guanbin,China,Swimming,[],Page does not exist.,N/A
Zhou Jie,China,Swimming,[],Page does not exist.,N/A
Zhou Mi,Hong Kong,Badminton,['Clenbuterol'],/wiki/Zhou_Mi_(badminton),1979-02-18
Anastasia Ziablova,Russia,Swimming,['Nandrolone'],Page does not exist.,N/A
Spencer Zimmerman-Cryer,Canada,Canadian football,['Oral-Turinabol'],Page does not exist.,N/A
Paula Zukowska,Poland,Swimming,['Methylhexaneamine'],Page does not exist.,N/A
Alex Zülle,Switzerland,Cycling,"['Erythropoietin', '(EPO)']",/wiki/Alex_Z%C3%BClle,1968-07-05
Zuo Ziqiao,China,Swimming,['Clenbuterol'],Page does not exist.,N/A
Arthur Zwane,South Africa,Football (soccer),['Methyltestosterone'],/wiki/Arthur_Zwane,1973-09-20
Tara Zwink,United States,Snowboarding,['cannabis'],Page does not exist.,N/A
